mileage,transmission,body_type,engine_size,year,id,description,type,date_posted,series,geolocation,seats,reference_number,views,color,scrape_date(dd/mm/yyyy),fuel_type,condition
162000 km,Automatic,"Saloon
                            
                          ",1500 cc,2003,246518,excelent con sun roof fog lamps rims original,cars,17.11.2021 19:06,"PBP
                            
                          ",,"5
                            
                          ",,818,Red,14/01/2022,"Natural gas
                            
                          ",
32000 km,Automatic,"Saloon
                            
                          ",1500 cc,2017,268529,"Cars is well maintained, new tires about 3months,in excellent condition, lady driven.",cars,17.11.2021 20:00,"PDP
                            
                          ",,"5
                            
                          ",,190,Blue,14/01/2022,"Petrol
                            
                          ",
67000 km,Automatic,"HatchBack
                            
                          ",1500 cc,2013,268479,2013 Toyota Aqua (PDT),cars,17.11.2021 17:08,"PDT
                            
                          ",,"5
                            
                          ",,111,Silver,14/01/2022,"Hybrid
                            
                          ",
,Automatic,"Saloon
                            
                          ",2000 cc,1995,268486,"Bluebird U13 sss, CD20 diesel engine, 4 wheel disc brakes, no accidents. Call, whatsapp available after 6pm.",cars,17.11.2021 17:28,"PBB
                            
                          ",,"5
                            
                          ",,223,White,14/01/2022,"Diesel
                            
                          ",
121564 km,Automatic,"HatchBack
                            
                          ",1800 cc,2014,268501,Excellent ac one owner cng buy and drive,cars,17.11.2021 18:12,"PDN
                            
                          ",,"5
                            
                          ",,343,Silver,14/01/2022,"Natural gas
                            
                          ",
,Automatic,"Saloon
                            
                          ",1500 cc,2001,268502,"Mazda 323 for Sale Great Condition, ",cars,17.11.2021 18:15,"PBR
                            
                          ",,"5
                            
                          ",,301,Silver,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",2600 cc,2003,268481,"fully powered, power steering, AC,leather interior, tiptronic,suspension new, immaculate condition.",cars,17.11.2021 17:10,"PCF
                            
                          ",,"5
                            
                          ",,720,Black,14/01/2022,"Petrol
                            
                          ",
,Automatic,"SUV
                            
                          ",,2020,268495,2020 Lexus LX570,cars,17.11.2021 17:46,"NEW
                            
                          ",,,,1229,Black,14/01/2022,,
,Automatic,"Saloon
                            
                          ",1500 cc,2008,268476,"Excellent condition, One owner, no issues . Buy and drive",cars,17.11.2021 16:50,"PDB
                            
                          ",,"5
                            
                          ",,435,White,14/01/2022,"Natural gas
                            
                          ",
17000 km,Automatic,"Saloon
                            
                          ",1600 cc,2018,268539,REDUCED PRICE!! Excellent condition. Low mileage.,cars,17.11.2021 20:27,"PDY
                            
                          ",,"5
                            
                          ",,408,Black,14/01/2022,"Petrol
                            
                          ",
100000 km,Automatic,"Saloon
                            
                          ",2000 cc,2004,268570,Big lights body good interior needs some work .,cars,17.11.2021 22:55,"PCE
                            
                          ",,"5
                            
                          ",,1884,Beige,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",1500 cc,1986,268576,"Enging back pressuring but not smoking car still runs fully loaded power steering power windows selling as is or trade offer me somthing.  contact me for more info and pics, serious ppl",cars,17.11.2021 23:40,"PAZ
                            
                          ",,"5
                            
                          ",,513,Blue,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",1500 cc,2000,268578,quick sale works great call for more info,cars,18.11.2021 00:07,"PBT
                            
                          ",,"5
                            
                          ",,813,Silver,14/01/2022,"Natural gas
                            
                          ",
100000 km,Automatic,"SUV
                            
                          ",1600 cc,1999,268568,Viheicle in very good working conditions,cars,17.11.2021 22:47,"PBE
                            
                          ",,"5
                            
                          ",,419,Blue,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",1600 cc,2017,268580,"Hyundai Accent, 2017 $40,000",cars,18.11.2021 00:44,"PDT
                            
                          ",,"5
                            
                          ",,672,Red,14/01/2022,"Petrol
                            
                          ",
1500 km,Automatic,"Saloon
                            
                          ",2000 cc,2018,268595,Good condition,cars,18.11.2021 07:25,"PDL
                            
                          ",,"5
                            
                          ",,729,Silver,14/01/2022,"Natural gas
                            
                          ",
,Automatic,"Saloon
                            
                          ",2000 cc,2013,268584,"Car in excellent condition. Well maintained, One owner, 20?, coil overs, projectors, suspension top, mechanical sound. Ac cold, interior in great condition, no accidents. Buy & drive",cars,18.11.2021 02:19,"PCW
                            
                          ",,"5
                            
                          ",,361,Brown,14/01/2022,"Petrol
                            
                          ",
,Automatic,"HatchBack
                            
                          ",,2015,241091,"black hatchback kia cerato,",cars,18.11.2021 03:55,"PDK
                            
                          ",,"5
                            
                          ",,482,Black,14/01/2022,"Petrol
                            
                          ",
,Automatic,"HatchBack
                            
                          ",1400 cc,2014,237122,2014 Suzuki Swift,cars,18.11.2021 05:05,"PD*
                            
                          ",,"5
                            
                          ",,707,Blue,14/01/2022,"Petrol
                            
                          ",
133000 km,Automatic,"Saloon
                            
                          ",1500 cc,2009,268606,Good condition,cars,18.11.2021 09:16,"PDL
                            
                          ",,"5
                            
                          ",,616,White,14/01/2022,"Petrol
                            
                          ",
98000 km,Automatic,"Saloon
                            
                          ",1800 cc,2011,252015,Audi A4 ,cars,18.11.2021 09:27,"PCN
                            
                          ",,"5
                            
                          ",,647,Brown,14/01/2022,"Petrol
                            
                          ",
87000 km,Automatic,"SUV
                            
                          ",2200 cc,2016,268613,Excellent working and physical Condition. Low milage,cars,18.11.2021 09:36,"PDB
                            
                          ",,"7
                            
                          ",,202,Black,14/01/2022,"Diesel
                            
                          ",
,Automatic,"HatchBack
                            
                          ",1800 cc,2001,268616,Great condition transfer ready,cars,18.11.2021 09:45,"PBR
                            
                          ",,"5
                            
                          ",,296,Gray,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",1500 cc,2005,260514,-PRIMERA P12,cars,18.11.2021 10:03,"PBU
                            
                          ",,"5
                            
                          ",,334,Silver,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",1300 cc,1997,268651,for sale for more information  only whatsapp,cars,18.11.2021 11:42,"PBC
                            
                          ",,"5
                            
                          ",,660,White,14/01/2022,"Petrol
                            
                          ",
40000 km,Automatic,"Saloon
                            
                          ",2000 cc,2009,134510,Audi A6 - 2.0T. Low miles and well kept.,cars,18.11.2021 13:41,"PCN
                            
                          ",,"5
                            
                          ",,1156,Silver,14/01/2022,"Petrol
                            
                          ",
,Automatic,"SUV
                            
                          ",,2007,199320,"Air Condition, Power Windows, Power Locks, Power Mirrors, Power Steering, Anti-Locking Brakes, 4 Wheel Disc Brakes, 4 Wheel Drive, Airbags, HiD Lights, Fog Lamps, CD Player, CD Changer, Alloy Rims, Side Steps, Sunroof, Tint, Alarm, Steering Controls, Reverse Sensors, Leather Interior",cars,18.11.2021 14:15,"PCE
                            
                          ",,"7
                            
                          ",,1843,Black,14/01/2022,"Diesel
                            
                          ",
105 km,Automatic,"HatchBack
                            
                          ",1500 cc,2007,268694,Fully powered,cars,18.11.2021 14:41,"PCT
                            
                          ",,"5
                            
                          ",,374,Black,14/01/2022,"Natural gas
                            
                          ",
,Manual,"Pickup
                            
                          ",2500 cc,2014,268684,4?4.MANUAL..VEHICLE IN EXCELLENT CONDITION..AC COLD..FOGS..LED LIGHTS..SIDE STEPS..FULL CHROME KIT..TRAY COVER...MECHANICALLY SOUND..NO ACCIDENT..NO PAYMENT PLAN..ONE OWNER..FULL SERVICE DONE..BOTH KEYS..LOCATED IN SOUTH..,cars,18.11.2021 13:50,"TDD
                            
                          ",,"5
                            
                          ",,1037,Brown,14/01/2022,"Diesel
                            
                          ",
,Automatic,"SUV
                            
                          ",,2004,199385,"Air Condition, Power Windows, Power Locks, Power Mirrors, Power Steering, Anti-Locking Brakes, 4 Wheel Disc Brakes, 4 Wheel Drive, Airbags, Fog Lamps, CD Player, CD Changer, MP3 Deck, Alloy Rims, Side Steps, Sunroof, Tint, Intelligent Key, Steering Controls, Leather Interior",cars,18.11.2021 14:14,"PBT
                            
                          ",,"7
                            
                          ",,2267,Gray,14/01/2022,"Diesel
                            
                          ",
87900 km,Automatic,"SUV
                            
                          ",2000 cc,2015,268737,??? AUDI Q5 QUATTRO??,cars,18.11.2021 17:00,"PDG
                            
                          ",,"5
                            
                          ",,219,White,14/01/2022,"Petrol
                            
                          ",
,Manual,"Pickup
                            
                          ",2500 cc,2009,268727,Van is in good condition with ac and power windows just buy and drive,cars,18.11.2021 16:38,"TCN
                            
                          ",,"5
                            
                          ",,797,Gray,14/01/2022,"Diesel
                            
                          ",
112500 km,Automatic,"Coupe
                            
                          ",1600 cc,2010,268738,"Car in perfect condition, Rims included, Fully Loaded Sports Model,  Sunroof, Car Seat Covers included, Serviced efficiently.",cars,18.11.2021 17:01,"PCT
                            
                          ",,"5
                            
                          ",,372,White,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Coupe
                            
                          ",1300 cc,2006,268755,also contact,cars,18.11.2021 18:15,"PCS
                            
                          ",,"5
                            
                          ",,559,Red,14/01/2022,"Petrol
                            
                          ",
124000 km,Automatic,"Saloon
                            
                          ",1500 cc,2012,268757,Excellent condition,cars,18.11.2021 18:19,"PCW
                            
                          ",,"5
                            
                          ",,672,Silver,14/01/2022,"Petrol
                            
                          ",
,Manual,"Pickup
                            
                          ",3000 cc,2013,226183,"Power windows,Power locks,Alarm,Reverse sensors,Duraliner,Tint,4X4,Alloy rims and tires,Turbo timer,Chrome handles and Mirrors,Reverse buzzer,Air bag seat covers.Vehicle on my name 1st owner as well",cars,18.11.2021 18:21,"TDA
                            
                          ",,"5
                            
                          ",,366,Brown,14/01/2022,"Diesel
                            
                          ",
,Automatic,"Saloon
                            
                          ",1500 cc,1999,268765,"Mitsubishi Lancer, Mint Condition, New Paint Job, AC, Power Windows, Power Steering, BT Deck, 10/10 Rims and Tyres.",cars,18.11.2021 19:02,"PBK
                            
                          ",,"5
                            
                          ",,243,Silver,14/01/2022,"Petrol
                            
                          ",
1324448 km,Automatic,"Saloon
                            
                          ",1500 cc,2002,268768,ac arlarm tint 17 inch rims usb deck  leather interrior car crsp and clean,cars,18.11.2021 19:14,"PBZ
                            
                          ",,"4
                            
                          ",,390,White,14/01/2022,"Petrol
                            
                          ",
66056 km,Automatic,"HatchBack
                            
                          ",1500 cc,2014,268827,Dark Purple,cars,18.11.2021 22:32,"PDW
                            
                          ",,"5
                            
                          ",,274,Purple,14/01/2022,"Hybrid
                            
                          ",
,Automatic,"Saloon
                            
                          ",1500 cc,2006,268412,Original. No Accident,cars,17.11.2021 13:07,"PCM
                            
                          ",,"5
                            
                          ",,219,White,14/01/2022,"Petrol
                            
                          ",
127000 km,Manual,"Pickup
                            
                          ",2500 cc,2015,268417,"van is in great condition everything works perfectly fine......its a xe 4x4 manual np300 frontier ...... selling to upgrade, im also the 1st owner.....call",cars,17.11.2021 13:43,"TDH
                            
                          ",,"4
                            
                          ",,623,Brown,14/01/2022,"Diesel
                            
                          ",
,Automatic,"Pickup
                            
                          ",2800 cc,2017,250965,One Owner. Ready to Tranfer.,cars,17.11.2021 13:49,"TDT
                            
                          ",,"5
                            
                          ",,652,White,14/01/2022,"Diesel
                            
                          ",
,Automatic,"Pickup
                            
                          ",2200 cc,2014,250869,"One Owner, Very Good Condition.",cars,17.11.2021 13:49,"TDE
                            
                          ",,"5
                            
                          ",,401,Blue,14/01/2022,"Diesel
                            
                          ",
,Automatic,"SUV
                            
                          ",3000 cc,2004,252837,One owner ready to transfer.,cars,17.11.2021 13:50,"PDR
                            
                          ",,"8
                            
                          ",,498,Silver,14/01/2022,"Diesel
                            
                          ",
39921 km,Automatic,"SUV
                            
                          ",2000 cc,2016,261850,"Fabric interior, Jbl speakers, A/C",cars,17.11.2021 13:50,"PDN
                            
                          ",,"5
                            
                          ",,500,Bronze,14/01/2022,"Petrol
                            
                          ",
75000 km,Automatic,"SUV
                            
                          ",3000 cc,2015,268385,"Vehicle is in prestine condition. Turbo charged 3.0L engine, fully powered leather seats, steering wheel controls, etc.",cars,17.11.2021 11:38,"PDA
                            
                          ",,"7
                            
                          ",,576,Beige,14/01/2022,"Diesel
                            
                          ",
127100 km,Automatic,"HatchBack
                            
                          ",1500 cc,2008,268403,"Pearl white, Tiptronic, 17""XXR Stance rims, upgraded legacy calipers and cross drilled rotors, full music system, GPS excellent condition.",cars,17.11.2021 12:39,"PDD
                            
                          ",,"5
                            
                          ",,507,White,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",,2004,241019,second owner,cars,17.11.2021 14:54,"Singapore
                            
                          ",,"5
                            
                          ",,451,Blue,14/01/2022,"Petrol
                            
                          ",
190000 km,Automatic,"Pickup
                            
                          ",2500 cc,2012,254931,"Sunroof,Drop down back glass,17"" rims powered driver seat,led headlights and fogs",cars,17.11.2021 15:29,"TCR
                            
                          ",,"4
                            
                          ",,426,Blue,14/01/2022,"Diesel
                            
                          ",
41000 km,Automatic,"SUV
                            
                          ",1500 cc,2015,253115,"Hybrid,Reverse camera, DVD player,Power Windows,Power Locks,Power Mirrors,USB Charging Port,Smart Key,Push Start,Bluetooth,Fog Lamps,Anti-locking Brakes,Fabric Seats,Alloy Rims, Keyless Entry,etc.",cars,17.11.2021 11:21,"PDW
                            
                          ",,"5
                            
                          ",,1103,Gray,14/01/2022,"Hybrid
                            
                          ",
237 km,Manual,"Estate
                            
                          ",2900 cc,2009,268457,"One owner, new engine, tyres, a/c tops, excellent working condition, inspected.",cars,17.11.2021 15:58,"PCL
                            
                          ",,"3
                            
                          ",,358,White,14/01/2022,"Diesel
                            
                          ",
115000 km,Manual,"Pickup
                            
                          ",2700 cc,2006,268459,Extremely good condition ,cars,17.11.2021 16:00,"TCA 
                            
                          ",,"5
                            
                          ",,371,White,14/01/2022,"Diesel
                            
                          ",
88024 km,Automatic,"MPV
                            
                          ",2000 cc,2016,268465,"C 26 highway star facelift, s- hybrid, Fully Loaded, DVD, LED head and fog lights, JVC touchscreen with apple car play, Front and Rear Cameras, Lane keep assist, Traction Control, Cruise Control, Auto Doors, and many more features.",cars,17.11.2021 16:21,"PDP
                            
                          ",,"7
                            
                          ",,165,White,14/01/2022,"Petrol
                            
                          ",
100000 km,Automatic,"Saloon
                            
                          ",5100 cc,2008,253814,"PCJ Audi A4, Serious enquiries only,",cars,19.11.2021 08:32,"PCJ
                            
                          ",,"5
                            
                          ",,691,Black,14/01/2022,"Petrol
                            
                          ",
40000 km,Automatic,"HatchBack
                            
                          ",1200 cc,2018,253469,"Fully Loaded, Reverse camera, projector lights , keyless entry ,Push Start , Nissan safety package , power  mirrors , power window",cars,19.11.2021 10:47,"RoRo
                            
                          ",,"5
                            
                          ",,210,Gray,14/01/2022,"Petrol
                            
                          ",
92000 km,Automatic,"Saloon
                            
                          ",2500 cc,2009,268894,immaculate condition recently serviced vehilce like new buy and drive price slightly negotiable upon viewing,cars,19.11.2021 11:13,"PDE
                            
                          ",,"5
                            
                          ",,713,Silver,14/01/2022,"Diesel
                            
                          ",
,Automatic,"Saloon
                            
                          ",700 cc,2005,253617,"car in good condition, price is negotiable, working really good!",cars,19.11.2021 11:22,"PBX
                            
                          ",,"4
                            
                          ",,487,Silver,14/01/2022,"Petrol
                            
                          ",
89000 km,Automatic,"Saloon
                            
                          ",1600 cc,2017,268898,Only one owner. Dealer maintained and recently serviced with new run flat tyres. Body in excellent condition.Financing can be arranged.,cars,19.11.2021 11:32,"PDP
                            
                          ",,"4
                            
                          ",,502,White,14/01/2022,"Petrol
                            
                          ",
45000 km,Automatic,"SUV
                            
                          ",1500 cc,2015,256976,Non Hybrid ,cars,20.11.2021 10:04,"PDX
                            
                          ",,"5
                            
                          ",,351,Black,14/01/2022,"Petrol
                            
                          ",
165000 km,Automatic,"Saloon
                            
                          ",1500 cc,1998,269078,vehicle in good conditiin,cars,20.11.2021 10:15,"PBF
                            
                          ",,"5
                            
                          ",,747,Blue,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",1700 cc,2003,269091,"local ES1 ,vtis fully powered, mint condition with 18"" vossen rims and sunroof. paper work in order.",cars,20.11.2021 11:03,"PBP
                            
                          ",,"5
                            
                          ",,228,Black,14/01/2022,"Petrol
                            
                          ",
150000 km,Automatic,"SUV
                            
                          ",1200 cc,2002,269103,for sale,cars,20.11.2021 11:42,"PBU
                            
                          ",,"5
                            
                          ",,482,Silver,14/01/2022,"Petrol
                            
                          ",
57000 km,Automatic,"HatchBack
                            
                          ",1600 cc,2014,174558,"Drives perfectly, push to start, auto start, automatic windows, DVD player, viper alarm, GPS, automatic locks, eco mode, a/c",cars,20.11.2021 12:05,"PDR
                            
                          ",,"5
                            
                          ",,201,Blue,14/01/2022,"Petrol
                            
                          ",
134681 km,Manual,"Pickup
                            
                          ",2500 cc,2016,269130,"Serviced every 8,000km.",cars,20.11.2021 13:26,"TDN
                            
                          ",,"5
                            
                          ",,557,White,14/01/2022,"Diesel
                            
                          ",
76000 km,Automatic,"HatchBack
                            
                          ",1300 cc,2010,223037,"Nissan march ,excellent condition",cars,21.11.2021 03:27,"PDH
                            
                          ",,"5
                            
                          ",,587,Silver,14/01/2022,"Petrol
                            
                          ",
98000 km,Automatic,"Pickup
                            
                          ",2400 cc,2015,268226,Automatic,cars,21.11.2021 08:21,"TDL
                            
                          ",,"5
                            
                          ",,1620,Black,14/01/2022,"Diesel
                            
                          ",
84000 km,Automatic,"Saloon
                            
                          ",1600 cc,2013,255494,Local Vehicle,cars,21.11.2021 08:21,"PDC
                            
                          ",,"5
                            
                          ",,1503,Red,14/01/2022,"Petrol
                            
                          ",
95000 km,Automatic,"SUV
                            
                          ",3000 cc,2011,255491,"Fully Loaded, Sunroof, Air Suspension, Heated Seats etc",cars,21.11.2021 08:22,"PCS
                            
                          ",,"7
                            
                          ",,1227,Black,14/01/2022,"Diesel
                            
                          ",
,Manual,"Pickup
                            
                          ",2000 cc,1986,89109,Land Rover series III,cars,21.11.2021 09:05,"TAN
                            
                          ",,"3
                            
                          ",,759,Green,14/01/2022,"Petrol
                            
                          ",
196000 km,Automatic,"MPV
                            
                          ",2000 cc,2012,258478,"Inspected 09/21, new rims and tires, owner driven.",cars,21.11.2021 10:05,"HDM
                            
                          ",,"7
                            
                          ",,450,White,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",2000 cc,2004,269267,ac need service,cars,21.11.2021 10:30,"PBX
                            
                          ",,"5
                            
                          ",,425,White,14/01/2022,"Natural gas
                            
                          ",
,Automatic,"Saloon
                            
                          ",,1999,269277,"Good condition,quick sale",cars,21.11.2021 11:13,"PBR
                            
                          ",,"5
                            
                          ",,986,Silver,14/01/2022,"Petrol
                            
                          ",
,Automatic,"MPV
                            
                          ",,2009,269861,"Silver Grey in color, immaculate condition. AC, CNG, AUTOMATIC, FULLY POWERED.",cars,23.11.2021 17:04,"PDG
                            
                          ",,"7
                            
                          ",,206,Silver,14/01/2022,"Natural gas
                            
                          ",
45600 km,Automatic,"SUV
                            
                          ",1500 cc,2019,269863,Lady driven 2019 fully loaded Creta for sale!,cars,23.11.2021 17:11,"PDX
                            
                          ",,"5
                            
                          ",,252,White,14/01/2022,"Petrol
                            
                          ",
71000 km,Automatic,"Saloon
                            
                          ",,2015,269879,Call,cars,23.11.2021 17:56,"PDH
                            
                          ",,"5
                            
                          ",,410,Silver,14/01/2022,"Petrol
                            
                          ",
89000 km,Automatic,"Saloon
                            
                          ",1300 cc,2016,269898,"first owner, no accidents",cars,23.11.2021 18:28,"PDM
                            
                          ",,"5
                            
                          ",,140,White,14/01/2022,"Petrol
                            
                          ",
94000 km,Automatic,"Saloon
                            
                          ",1800 cc,2016,269882,"Peal white, full body kit, lady driven, local, one owner, fuel efficient, transfer of vehicle could split if intended.",cars,23.11.2021 17:59,"PDK
                            
                          ",,"5
                            
                          ",,250,White,14/01/2022,"Petrol
                            
                          ",
64802 km,Automatic,"Saloon
                            
                          ",1600 cc,2013,207897,Year ? 2013,cars,23.11.2021 19:22,"PCX
                            
                          ",,"5
                            
                          ",,125,Red,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",1900 cc,2003,253236,Noah,cars,24.11.2021 14:06,"HBP
                            
                          ",,"5
                            
                          ",,290,Silver,14/01/2022,,
,Automatic,"Saloon
                            
                          ",,2010,214044,"Buying, selling & Trading",cars,24.11.2021 14:06,"ANY
                            
                          ",,,,830,White,14/01/2022,,
,Automatic,"Saloon
                            
                          ",3800 cc,2007,253226,Vitara,cars,24.11.2021 14:06,"PCA
                            
                          ",,"5
                            
                          ",,838,Red,14/01/2022,,
,Automatic,"Saloon
                            
                          ",3600 cc,2005,253193,Vios,cars,24.11.2021 14:07,"PCN
                            
                          ",,"5
                            
                          ",,650,Red,14/01/2022,,
,Automatic,"Saloon
                            
                          ",2600 cc,2006,251056,Serena,cars,24.11.2021 14:07,"HCB
                            
                          ",,"5
                            
                          ",,468,Blue,14/01/2022,,
,Automatic,"Saloon
                            
                          ",1400 cc,2012,234110,Subaru,cars,24.11.2021 14:07,"PCJ
                            
                          ",,"5
                            
                          ",,1435,Black,14/01/2022,,
,Automatic,"Saloon
                            
                          ",2500 cc,2012,249122,Nissan Sylphy,cars,24.11.2021 14:09,"PCP
                            
                          ",,"5
                            
                          ",,1251,Black,14/01/2022,,
230000 km,Automatic,"Saloon
                            
                          ",1600 cc,2010,270158,Good condition,cars,24.11.2021 19:04,"PCS
                            
                          ",,"5
                            
                          ",,476,Black,14/01/2022,"Petrol
                            
                          ",
129863 km,Automatic,"SUV
                            
                          ",2400 cc,2009,270197,Local vehicle with a 2.4lt V-TEC (K24 engine). Sunroof with a black leather interior. After market wheels wrapped in Toyo Tyres.,cars,24.11.2021 21:10,"PCL
                            
                          ",,"5
                            
                          ",,510,White,14/01/2022,,
,Automatic,"Saloon
                            
                          ",,2005,270213,FULLY POWERED JUST BUY AND DRIVE,cars,24.11.2021 22:12,"PBX
                            
                          ",,"5
                            
                          ",,925,White,14/01/2022,"Petrol
                            
                          ",
,Automatic,"HatchBack
                            
                          ",1600 cc,2007,270101,"..QUICK SALE.. Good condition, everything powered, everything white LED lights, Y12 model and HR15 engine, Viper alarm, music included: multi colour changing usb, cd and radio deck, subwoofer, 17"" black and silver rims with semi low profile tyres, recently shampooed seats and recently serviced. Just buy and drive.",cars,24.11.2021 14:51,"PCZ
                            
                          ",,"5
                            
                          ",,225,Silver,14/01/2022,"Petrol
                            
                          ",
,Automatic,"HatchBack
                            
                          ",1800 cc,2008,270102,BMW ,cars,24.11.2021 14:54,"PCB
                            
                          ",,"5
                            
                          ",,376,Red,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",2500 cc,1989,270169,Cars works good ac works also,cars,24.11.2021 19:34,"PAT
                            
                          ",,"4
                            
                          ",,275,Black,14/01/2022,"Natural gas
                            
                          ",
95000 km,Automatic,"HatchBack
                            
                          ",1300 cc,2015,270187,Fully powered..AC..Alarm..low mileage..lady driven..one owner..,cars,24.11.2021 20:29,"PDU
                            
                          ",,"5
                            
                          ",,193,Silver,14/01/2022,"Petrol
                            
                          ",
120000 km,Manual,"Saloon
                            
                          ",2000 cc,2010,255109,"A six forward manual Mercedes C-180. Good condition, new tyres with cruz control.",cars,26.11.2021 08:58,"PCR
                            
                          ",,"5
                            
                          ",,989,Black,14/01/2022,"Petrol
                            
                          ",
22000 km,Automatic,"SUV
                            
                          ",1500 cc,2018,270556,"2018 honda vezel rs sensing.like new In stock, ",cars,26.11.2021 13:41,"Roro
                            
                          ",,"5
                            
                          ",,521,White,14/01/2022,"Hybrid
                            
                          ",
190000 km,Automatic,"Pickup
                            
                          ",3000 cc,2009,270651,"4x4 Vigo, fully loaded, extra roof rack, vehicle in excellent condition.",cars,26.11.2021 20:37,"TCB
                            
                          ",,"5
                            
                          ",,743,Black,14/01/2022,"Diesel
                            
                          ",
,Automatic,"Saloon
                            
                          ",1800 cc,2010,270528,"Vehicle is in great condition inside/out, gently driven and well maintained. This model Audi A4 is well known for its sleek, classy, stunning and timeless design with unmatched driving experience that delivers luxurious and smooth, yet outrageous performance. In addition, this exquisite machine can be enjoyed at low running cost (very fuel-efficient) along with widely available service parts and aftermarket upgrades at reasonable prices. Do not miss the opportunity to own this unique ride at a reasonable price! See further details below:",cars,26.11.2021 11:33,"PDD
                            
                          ",,"5
                            
                          ",,1041,Red,14/01/2022,"Petrol
                            
                          ",
296000 km,Automatic,"Saloon
                            
                          ",1800 cc,2008,270675,Perfect Conditions,cars,26.11.2021 23:13,"PCR
                            
                          ",,"5
                            
                          ",,303,Purple,14/01/2022,"Petrol
                            
                          ",
,Automatic,"HatchBack
                            
                          ",1500 cc,2000,192736,Mitsubishi colt,cars,27.11.2021 06:07,"PCK
                            
                          ",,"5
                            
                          ",,549,Silver,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",2000 cc,2014,265419,Excellent condition,cars,26.11.2021 11:52,"PCS
                            
                          ",,"5
                            
                          ",,205,Bronze,14/01/2022,"Petrol
                            
                          ",
298208 km,Automatic,"MPV
                            
                          ",2000 cc,2013,270548,"Excellent working condition, interior and exterior. Benefit from a complete overhaul.",cars,26.11.2021 12:52,"HDP
                            
                          ",,"6
                            
                          ",,108,White,14/01/2022,"Petrol
                            
                          ",
,Automatic,"SUV
                            
                          ",2000 cc,2004,270695,Negotiateable because the harness needs changing. Has an Sr20 engine.,cars,27.11.2021 07:42,"PCE
                            
                          ",,"7
                            
                          ",,140,Black,14/01/2022,"Petrol
                            
                          ",
57568 km,Automatic,"Saloon
                            
                          ",1600 cc,2016,270702,Dealers maintain great condition no problem work to home.,cars,27.11.2021 08:33,"PDM
                            
                          ",,"5
                            
                          ",,524,Blue,14/01/2022,"Petrol
                            
                          ",
5641 km,Automatic,"SUV
                            
                          ",1600 cc,2020,270696,vehicle Very Well Maintained One Owner,cars,27.11.2021 07:54,"PEB
                            
                          ",,"5
                            
                          ",,406,White,14/01/2022,"Petrol
                            
                          ",
133000 km,Automatic,"Saloon
                            
                          ",2000 cc,2013,270717,Car is in excellent condition with no issues at all. Serviced every 8000km since showroom purchased and has a brand new battery recently installed. ,cars,27.11.2021 09:36,"PCY
                            
                          ",,"5
                            
                          ",,165,Gray,14/01/2022,"Petrol
                            
                          ",
135000 km,Automatic,"Pickup
                            
                          ",2200 cc,2012,270730,"Good working condition, just buy and drive.",cars,27.11.2021 11:00,"TCW
                            
                          ",,"5
                            
                          ",,252,White,14/01/2022,"Diesel
                            
                          ",
,Automatic,"Saloon
                            
                          ",1900 cc,2005,271183,C34 Laurel Rb20 Turbo ,cars,29.11.2021 10:37,"PBG
                            
                          ",,"5
                            
                          ",,287,White,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Saloon
                            
                          ",1500 cc,2013,267380,good working condition buy and drive no accident original condition,cars,29.11.2021 10:44,"PDB
                            
                          ",,"5
                            
                          ",,417,Silver,14/01/2022,"Petrol
                            
                          ",
,Automatic,"Pickup
                            
                          ",2200 cc,2016,270745,Good condition,cars,27.11.2021 12:04,"TBJ
                            
                          ",,"5
                            
                          ",,723,Beige,14/01/2022,"Diesel
                            
                          ",
137 km,Automatic,"HatchBack
                            
                          ",,2020,271187,1086cc,cars,29.11.2021 10:51,"PEB
                            
                          ",,"5
                            
                          ",,306,Gray,14/01/2022,"Petrol
                            
                          ",
,Manual,"Saloon
                            
                          ",1800 cc,1999,271195,good,cars,29.11.2021 11:17,"PBM
                            
                          ",,"4
                            
                          ",,284,Green,14/01/2022,"Petrol
                            
                          ",
,Automatic,"SUV
                            
                          ",2000 cc,2005,271194,All time 4x4,cars,29.11.2021 11:17,"PBX
                            
                          ",,"5
                            
                          ",,337,Silver,14/01/2022,"Petrol
                            
                          ",
